doc_id,source,category,title,text,date
pubmed_42135869,pubmed,medical,Investigation of the myelin-amyloid interplay in Alzheimer's disease: insights from novel dsCMA imaging in mouse and human brains.,"Investigation of the myelin-amyloid interplay in Alzheimer's disease: insights from novel dsCMA imaging in mouse and human brains.

Myelin deterioration impairs neural communication and may contribute to neurodegenerative diseases such as Alzheimer's disease (AD). However, the spatiotemporal relationship between myelin degeneration and AD pathology remains unclear. We developed a novel imaging method-double-scan Cyto- and myelo-architecture (dsCMA)-that integrates multi-fluorescent labeling of cytoarchitecture and pathological markers with brightfield myelin staining on the same tissue sections. Coupled with computational tools for automated detection and quantification of amyloid-beta (Aβ) plaques and myelinated axons, dsCMA enables systematic analysis of Aβ-myelin interactions in 5xFAD mice and postmortem human AD tissues. In mice, we identified progressive, region-specific myelin disruption associated with Aβ accumulation, particularly in the hippocampus and cortex. Human samples revealed variable Aβ-myelin spatial relationships across individuals and regions, with evidence supporting a potential myelin origin for some plaques. These findings offer new insights into Aβ-myelin interplay and establish dsCMA as a scalable platform for histopathological analysis in translational and longitudinal AD research.",2026
wiki_balance_sheet,wikipedia,financial,Balance sheet,"In financial accounting, a balance sheet (also known as statement of financial position or statement of financial condition) is a summary of the financial balances of an individual or organization, whether it be a sole proprietorship, a business partnership, a corporation, a private limited company or other organization such as a government or not-for-profit entity. Assets, liabilities and ownership equity are listed as of a specific date, such as the end of its financial year. A balance sheet is often described as a ""snapshot of a company's financial condition"". 
Of the four basic financial statements, the balance sheet is the only statement that applies to a single point in time of a business's calendar year.
A standard company balance sheet typically lists assets, then liabilities, then owner's equity.  Assets and liabilities themselves are typically listed in order of liquidity – ""current"" items with a maturity of less than one year, and ""long-term"" items with a maturity greater than one year.  The difference between the assets and the liabilities is known as equity or the net assets or the net worth or capital of the company, and according to the accounting equation, net worth must equal assets minus liabilities.
A business can measure its profits by subtracting its expenses from its revenues. However, many businesses are not paid immediately; they build up inventories of goods and acquire buildings and equipment. In other words, businesses have assets, and so they cannot, even if they want to, immediately turn these into cash at the end of each period. Often, these businesses owe money to suppliers and to tax authorities, and the proprietors do not withdraw all their original capital and profits at the end of each period. In other words, businesses also have liabilities.


== Types ==
A balance sheet summarizes an organization's or individual's assets, equity and liabilities at a specific point in time. Two forms of balance sheet exist. They are the report form and  account form. Individuals and small businesses tend to have simple balance sheets. Larger businesses tend to have more complex balance sheets, and these are presented in the organization's annual report. Large businesses also may prepare balance sheets for segments of their businesses. A balance sheet is often presented alongside one for a different point in time (typically the previous year) for comparison.


=== Personal ===
A personal balance sheet lists current assets such as cash in ",
2605.14617v1,arxiv,scientific,Full-Dimensional Reactive Potential Energy Surfaces for OCS$^+$ $\rightarrow$ CO+S$^+$ Dissociation: Ground and Excited States,"Full-Dimensional Reactive Potential Energy Surfaces for OCS$^+$ $\rightarrow$ CO+S$^+$ Dissociation: Ground and Excited States

Full-dimensional reactive potential energy surfaces (PESs) for the OCS$^+$ cation are constructed to describe S$^+$ loss in the electronic ground state and seven low-lying electronically excited states. High-level \textit{ab initio} reference energies were computed at the MRCI+Q/aug-cc-pVTZ level and were used to generate PESs employing reproducing kernel Hilbert space representations (RKHS). The PESs accurately reproduce the measured dissociation limits to CO(X$^1Σ^+$)+S$^+$ in different electronic states. The topology of the PESs reveals multiple linear and T-shaped minima, pronounced angular anisotropy, and state-crossing manifolds. Exploratory quasi-classical trajectory simulations on selected PESs confirm numerical stability and energy conservation, illustrating the suitability of the surfaces for dynamical applications. The present work represents the most comprehensive characterization to date of the lowest PESs of OCS$^+$ and provides a reliable foundation for future studies of the photodissociation of OCS$^+$ and the chem-ionization dynamics of OCS.",2026-05-14T09:35:50Z
pubmed_42092569,pubmed,medical,Global Research Trends in Cancer-Associated Atrial Fibrillation: A Bibliometric Analysis of the Cardio-Oncology Interface.,"Global Research Trends in Cancer-Associated Atrial Fibrillation: A Bibliometric Analysis of the Cardio-Oncology Interface.

Atrial fibrillation (AF) is increasingly common in patients with cancer and is associated with higher risks of stroke, bleeding, and mortality. The growing intersection between cancer and AF presents important challenges for anticoagulation management and cardiovascular risk assessment in cardio-oncology.",2026
2605.14902v1,arxiv,scientific,Optimal Bounds for the k-Disjoint Paths Problem,"Optimal Bounds for the k-Disjoint Paths Problem

The Graph Minors Series of Robertson and Seymour forms the foundation of algorithmic structural graph theory, yielding fixed-parameter algorithms for problems such as Disjoint Paths, Rooted Minor Checking, and Folio. A key ingredient behind the fixed-parameter tractability of the $k$-Disjoint Paths problem is the irrelevant-vertex technique. This machinery is governed by the Vital Linkage Theorem and the so-called Linkage Function $\ell$. However, despite its foundational role, the best known bounds on the Linkage Function are enormous and are only implicitly understood. The quantitative bounds behind these results have traditionally been so large that the resulting algorithms are regarded as ""galactic"".
  Our main result is a general irrelevant-vertex theorem for a common generalisation of $k$-Disjoint Paths and Rooted Minor Checking for graphs of size at most $d,$ commonly called the $(k,d)$-Folio problem. Specifically, we show that for any graph $G$ in which the $k$ terminals are chosen from some set $R,$ if the treewidth of $G$ exceeds $β(k,b,d)\in$ $2^{{\bf poly}(b + d)}$ $\cdot {\bf poly}(k)$ then we can locate an irrelevant vertex for the $(k,d)$-Folio problem. Here, the quantity $b$ is the bidimensionality of $R,$ that is, the largest $b$ for which a $(b\times b)$-grid minor in $G$ can be rooted on $R$. Thus, the exponential component of the irrelevant-vertex threshold is driven by the bound on the bidimensionality, rather than by the number of terminals, and we argue that this dependence is essentially optimal up to polynomial factors. As a consequence, the Linkage Function satisfies $\ell(k) \in 2^{{\bf poly}(k)}$. Beyond its structural significance, our result yields improved parameter dependencies for algorithms for Disjoint Paths and Rooted Minor Checking}, and provides a quantitative improvement for a broad range of graph-minor-based algorithmic frameworks.",2026-05-14T14:40:16Z
pubmed_42112077,pubmed,medical,"Physicochemical, Technofunctional and Antiglycaemic Properties of ","Physicochemical, Technofunctional and Antiglycaemic Properties of 

The global prevalence of type 2 diabetes continues to rise, highlighting the need for culturally relevant, plant-based functional ingredients capable of attenuating postprandial glycaemic responses. This study explored the physicochemical, technofunctional, antioxidant and in vitro antiglycaemic properties of ",2026
pubmed_41270767,pubmed,medical,"Policies to halt and reverse the rise in ultra-processed food production, marketing, and consumption.","Policies to halt and reverse the rise in ultra-processed food production, marketing, and consumption.

Dietary patterns high in ultra-processed foods (UPFs) have been associated with poor diet quality and health outcomes, and are displacing healthier dietary patterns-meals and dishes prepared with fresh and minimally processed foods-in most parts of the world. In the second paper of this Series, we propose a set of government policies aimed at halting and reversing the rise of UPFs worldwide. To date, policies have mainly focused on reducing consumption of foods high in added fats, sugar, and sodium, many of which are UPFs. However, we propose that these efforts be strengthened and expanded to address a broader set of food system drivers influencing the production, marketing, and consumption of UPFs. This Series paper addresses four food policy domains that correspond to the key dimensions of food system drivers of UPF production, marketing, and consumption: UPF products, UPF food environments, UPF manufacturers, fast-food corporations, and supermarket corporations retailers, and food supply chains. For each domain, we explore policy options and focus on large-scale food system measures that target areas in greatest need of change, and their potential impacts. We also examine policies to protect, incentivise, and support dietary patterns based on fresh and minimally processed foods, particularly for lower income households. Which policy actions governments decide to prioritise will depend on each country's level of UPF consumption, along with many other issues unique to each country. We emphasise the importance of advancing this agenda in all countries, irrespective of their development status, to promote healthier diets among populations.",2025
pubmed_41290032,pubmed,medical,The cost-effectiveness of cystic fibrosis transmembrane conductance regulator modulators: A systematic review of economic evaluations.,"The cost-effectiveness of cystic fibrosis transmembrane conductance regulator modulators: A systematic review of economic evaluations.

Cystic fibrosis (CF) is a life-threatening genetic disorder affecting approximately 160 000 people worldwide. Mutations in the CF transmembrane conductance regulator (CFTR) gene cause progressive multi-organ damage, particularly in the lungs. CFTR modulators have transformed CF care; however, their high costs raise concerns about cost-effectiveness. This systematic review examined cost-effectiveness studies of four CFTR modulators: ivacaftor (IVA), lumacaftor-ivacaftor (LUM-IVA), tezacaftor-ivacaftor (TEZ-IVA) and elexacaftor-tezacaftor-ivacaftor (ELX-TEZ-IVA). Ovid MEDLINE, Embase and government websites were searched for studies comparing modulators with standard care or each other. Study quality was assessed using the Consensus on Health Economic Criteria (CHEC) checklist and reporting quality using CHEERS 2022. A narrative synthesis was conducted and incremental cost-effectiveness ratios (ICERs) were discussed. The review followed PRISMA guidelines and was registered with PROSPERO (CRD42024570006). Twenty-nine studies yielded 34 ICERs (cost per quality-adjusted life-year [QALY] gained) across Canada, England, Ireland, Scotland, Wales and the United States. CFTR modulators produced significant clinical benefits, including improved QALYs and reduced pulmonary exacerbations, but were associated with extremely high costs, exceeding willingness-to-pay thresholds. IVA's ICERs ranged from US$536 472/QALY in Scotland to US$4 898 079/QALY in Canada, LUM-IVA's from US$378 503/QALY in Scotland to US$7 504 825/QALY in Canada, TEZ-IVA's from US$635 325/QALY in Scotland to US$1 657 332/QALY in the United States and ELX-TEZ-IVA's from US$334 047/QALY in Ireland to US$2 093 361/QALY in Canada. Sensitivity analyses indicated the need for substantial price reductions to be considered cost-effective. CFTR modulators provide substantial health benefits but pose significant financial challenges. Future research should broaden economic evaluations, consider societal impacts and explore strategies to improve affordability and access.",2025
pubmed_42128389,pubmed,medical,Does physical activity reduce cardiovascular risk associated with knee osteoarthritis in type 2 diabetes? A nationwide cohort study.,"Does physical activity reduce cardiovascular risk associated with knee osteoarthritis in type 2 diabetes? A nationwide cohort study.

Knee osteoarthritis (OA), type 2 diabetes mellitus (T2DM), and cardiovascular disease (CVD) share overlapping mechanisms but are often managed independently. We evaluated whether knee OA increases CVD risk in Korean T2DM patients and whether physical activity (PA) modifies this risk.",2026
pubmed_42093679,pubmed,medical,"Comprehensive Nursing Intervention Improves Polysomnography Success, Safety, and Patient Experience in Obstructive Sleep Apnea.","Comprehensive Nursing Intervention Improves Polysomnography Success, Safety, and Patient Experience in Obstructive Sleep Apnea.

Polysomnography (PSG) is the gold standard for diagnosing Obstructive Sleep Apnea Syndrome (OSAS); however, monitoring failure and patient discomfort can compromise diagnostic accuracy. This study evaluated whether comprehensive nursing interventions improved PSG monitoring success, clinical parameters, and patient outcomes.",2026
pubmed_39748877,pubmed,medical,Association Between Kyphosis and Sleep Disturbance in Community-Dwelling Older Adults: The Locomotive Syndrome and Health Outcome in Aizu Cohort Study.,"Association Between Kyphosis and Sleep Disturbance in Community-Dwelling Older Adults: The Locomotive Syndrome and Health Outcome in Aizu Cohort Study.

Worsening sagittal alignment of the spine, particularly kyphosis, may cause difficulty in assuming a supine position, restricting sleeping posture and movement and potentially leading to sleep disturbances. However, no studies have explored the relationship between sagittal spinal alignment and sleep disturbance. This study aimed to clarify the relationship between sagittal spinal alignment and sleep disturbance.",2025
2605.08788v1,arxiv,financial,The Phase Structure of Metallic Money: An MPTT Framework for the Spanish Price Revolution,"The Phase Structure of Metallic Money: An MPTT Framework for the Spanish Price Revolution

The Spanish Price Revolution is usually treated as a classic case in which American bullion inflows expanded the money supply and generated inflation. This view captures the first phase of the episode but fails to explain why the same monetary expansion did not continue to produce proportional price growth after 1600. We develop a two-phase Money Phase Transition Theory (MPTT) model in which the classical monetary relation is recovered before a transition point, while a second-phase correction term modifies the money-price transmission coefficient after the transition. Using annual Spanish CPI and reconstructed money-supply data, we show that 1500-1600 was a high-transmission metallic inflationary phase: CPI increased approximately 3.35-fold while money supply increased approximately 3.73-fold. After 1600, money supply continued to rise, increasing approximately 1.82-fold during 1600-1650, while CPI rose only approximately 1.22-fold. A classical one-phase model fitted on 1500-1600, therefore, overpredicts post-1600 prices when extrapolated forward. The MPTT two-phase model with transition point tau=1600 estimates beta_1=0.949, gamma=-0.812, and beta_2=beta_1+gamma=0.137, indicating a sharp post-transition weakening of monetary transmission. An unrestricted break scan identifies a deeper BIC-minimizing break around 1636. These results suggest that the Spanish Price Revolution was not a single monotonic bullion-inflation process but the rise and exhaustion of high-transmission metallic money inflation.",2026-05-09T08:17:11Z
wiki_intellectual_property,wikipedia,legal,Intellectual property,"Intellectual property (IP) is a category of property that includes intangible creations of the human intellect. There are many types of intellectual property, and some countries recognize more than others. The best-known types are patents, copyrights, trademarks, and trade secrets. The modern concept of intellectual property was developed in England in the 17th and 18th centuries. The term ""intellectual property"" began to be used in the 19th century, though it was not until the late 20th century that intellectual property became commonplace in most of the world's legal systems.
Supporters of intellectual property laws often describe their main purpose as encouraging the creation of a wide variety of intellectual goods. To achieve this, the law gives people and businesses property rights to certain information and intellectual goods they create, usually for a limited period of time. Supporters argue that because IP laws allow people to protect their original ideas and prevent unauthorized copying, creators derive greater individual economic benefit from the information and intellectual goods they create, and thus have more economic incentives to create them in the first place. Advocates of IP believe that these economic incentives and legal protections stimulate innovation and contribute to technological progress of certain kinds.
The intangible nature of intellectual property presents difficulties when compared with traditional property like land or goods. Unlike traditional property, intellectual property is ""indivisible"", since an unlimited number of people can in theory ""consume"" an intellectual good without its being depleted. Additionally, investments in intellectual goods suffer from appropriation problems: Landowners can surround their land with a robust fence and hire armed guards to protect it, but producers of information or literature can usually do little to stop their first buyer from replicating it and selling it at a lower price. Balancing rights so that they are strong enough to encourage the creation of intellectual goods but not so strong that they prevent the goods' wide use is the primary focus of modern intellectual property law.


== History ==

The Venetian Patent Statute of 19 March 1474, established by the Republic of Venice, is usually considered to be the earliest codified patent system in the world. It states that patents might be granted for ""any new and ingenious device, not previously made"", provided it was useful. By and lar",
pubmed_41194069,pubmed,medical,Does DRG-based payment lead to unintended effects on care quality? A case under global budget with price adjustment in China.,"Does DRG-based payment lead to unintended effects on care quality? A case under global budget with price adjustment in China.

The DRG-based payment system has gained widespread adoption globally, yet evidence about its impact on care quality remains scarce. In 2020, China implemented its inaugural national DRG payment initiative, the China Healthcare Security-Diagnosis Related Group (CHS-DRG), driven by the pressing need to regulate healthcare provider behaviors.",2025
pubmed_42098329,pubmed,medical,Type 2 diabetes mellitus Awareness in a Sample of South Asians in the United States.,"Type 2 diabetes mellitus Awareness in a Sample of South Asians in the United States.

South Asians living in the United States experience disproportionately higher rates of type 2 diabetes mellitus (T2DM) as compared to other groups. Prior research demonstrates that diabetes education improves health outcomes. This study assesses U.S. South Asian knowledge about T2DM. This cross-sectional study was conducted from August 1st to August 14th, 2024, and utilized two previously validated surveys. Eligibility criteria involved being a South Asian and a U.S. citizen or permanent resident. Participants were recruited via snowball sampling through social media platforms. The 22 survey questions were grouped into three categories: diabetes general knowledge (DK), diabetes management (DM), and complication management (CM). A total of 215 of the 219 survey respondents met inclusion criteria. 17 of the 22 survey items were answered correctly by more than 80% of participants. DK questions were answered with the lowest average accuracy (80.7%). Participants diagnosed with T2DM and healthcare workers answered questions with statistically higher accuracy in more than one question category in the univariate analysis (e.g., in the DK category: p = 0.0225, Cohen's d = 0.42, and p = 0.0002, Cohen's d = 0.60, respectively), and these findings remained largely consistent after adjusting for other variables in the multivariate analysis. The two most frequently missed questions were related to hypoglycemic symptoms. This study is limited by the use of convenience sampling, which may reduce generalizability to the broader U.S. South Asian population. Future research goals involve gathering a more representative sample of U.S. South Asians, as this study involved a predominantly Indian and highly educated subpopulation, and investigating the utility of community-based initiatives for T2DM education and promotion of healthy behaviors.",2026
2605.14222v1,arxiv,scientific,Robust and Data-Adaptive Integration of Nonconcurrent Data in Platform Trials via Gaussian Processes,"Robust and Data-Adaptive Integration of Nonconcurrent Data in Platform Trials via Gaussian Processes

A platform trial is an innovative clinical trial design that enables simultaneous and continuous evaluation of multiple treatments within a single master protocol. Existing robust methods restrict analyses to concurrently randomized participants due to concerns that including nonconcurrent data may introduce bias from temporal trends. However, this exclusion represents a missed opportunity to improve efficiency. We propose a Gaussian process framework for incorporating nonconcurrent data that exploits temporal smoothness, a key feature of platform trials. The framework includes single-task and multi-task formulations and provides data-adaptive integration of nonconcurrent data with uncertainty quantification. The connection to kernel ridge regression yields a transparent frequentist interpretation of how nonconcurrent data are integrated. We establish two theoretical guarantees: incorporating nonconcurrent controls reduces the posterior variance of the treatment effect, and the resulting bias is controlled by a non-increasing bound. We extend the framework to discrete outcomes and to covariate adjustment, illustrate it on a hypothetical platform trial constructed from SURMOUNT-1, and provide an implementation in the R package RobinCID.",2026-05-14T00:31:24Z
pubmed_42123691,pubmed,medical,Impact of Pharmacogenetic Markers on the Efficacy of Neoadjuvant FLOT Chemotherapy in Patients with Gastric and Gastroesophageal Junction Adenocarcinoma.,"Impact of Pharmacogenetic Markers on the Efficacy of Neoadjuvant FLOT Chemotherapy in Patients with Gastric and Gastroesophageal Junction Adenocarcinoma.

Despite the adoption of neoadjuvant FLOT chemotherapy as standard treatment for locally advanced gastric and gastroesophageal junction cancer, many patients fail to achieve meaningful pathological response, limiting efficacy. The aim of this study was to evaluate the impact of pharmacogenetic markers on pathological response in Russian patients receiving neoadjuvant FLOT. Thirty patients with locally advanced gastric or gastroesophageal junction adenocarcinoma received neoadjuvant FLOT followed by surgery. Polymorphisms in ",2026
2605.13675v1,arxiv,scientific,Characterizing Universal Object Representations Across Vision Models,"Characterizing Universal Object Representations Across Vision Models

Deep neural networks trained with different architectures, objectives, and datasets have been reported to converge on similar visual representations. However, what remains unknown is which visual properties models actually converge on and which factors may underlie this convergence. To address this, we decompose the object similarity structure of 162 diverse vision models into a small set of non-negative dimensions. To determine universal versus model-specific dimensions, we then estimate how often each dimension reappears across models. In contrast to model-specific dimensions, universal dimensions are more interpretable and more strongly driven by conceptual image properties, indicating the relevance of interpretability and semantic content as implicit factors driving universality across models. Differences in architecture, objective function, training data, model size, and model performance do not explain the emergence of universal dimensions. However, models with more universal dimensions also better predict macaque IT activity and human similarity judgments, suggesting that universality reflects representations relevant to biological vision. These findings have important implications for understanding the emergent representations underlying deep neural network models and their alignment with biological vision.",2026-05-13T15:34:41Z
2605.14575v1,arxiv,scientific,The Asset Price Channel of Monetary Policy: Evidence from Regional Stock-Market Developments in the Successor States of Former Yugoslavia,"The Asset Price Channel of Monetary Policy: Evidence from Regional Stock-Market Developments in the Successor States of Former Yugoslavia

The aim of this study is to empirically investigate the existence of a sectoral asset price channel of monetary policy in the region of the six republics of former Yugoslavia. The study constructs sectoral indices for the entire region, building on the idea that one regional stock exchange may provide more efficiency for the listed companies in the region, while monetary policy relevance for it may be sector-specific. We employ panel vector autoregressive model to observe impulse responses of sectoral indices to innovations in monetary policy, while then disentangle the long- from the short-run relationships per index through a Pooled Mean Group estimation. Overall, we document presence of the asset price channel in the finance and telecom sectors, likely driven by the established multinational corporate networks fostering sub-market regionalization. Yet, this is not the case for the manufacturing and electricity sectors, which may imply that local stock markets are yet too fragmented and space for a more efficient regional stock market, either in the true sense of the word or, more realistically, though enhanced regional cooperation of the stock exchanges certainly exists.",2026-05-14T08:48:02Z
